,Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Color,Airbags
8626,6115,CHEVROLET,2008,Jeep,Yes,Diesel,48939 km,4.0,Automatic,Black,4
8627,32302,BMW,2013,Sedan,Yes,Petrol,65600 km,6.0,Tiptronic,Grey,12
8630,10349,MERCEDES-BENZ,2001,Sedan,No,Diesel,250000 km,1.0,Tiptronic,Blue,4
8632,5175,HYUNDAI,2014,Sedan,Yes,Petrol,59744 km,4.0,Automatic,Silver,12
8633,8781,MERCEDES-BENZ,1998,Goods wagon,No,Petrol,59744 km,6.0,Manual,Silver,8
8634,21326,VOLKSWAGEN,2015,Sedan,Yes,Petrol,135000 km,4.0,Tiptronic,Silver,10
8635,15464,CHEVROLET,2013,Hatchback,Yes,Petrol,134372 km,4.0,Automatic,Grey,4
8636,10976,MERCEDES-BENZ,1999,Jeep,Yes,LPG,184000 km,6.0,Automatic,Silver,8
8637,25889,HYUNDAI,2012,Jeep,Yes,Diesel,125000 km,4.0,Automatic,Silver,4
8639,23389,CHEVROLET,2015,Jeep,Yes,Diesel,68000 km,4.0,Automatic,Silver,4
8640,19757,FORD,2016,Sedan,No,Petrol,32960 km,4.0,Automatic,Silver,8
8641,26657,LAND ROVER,2008,Jeep,Yes,Petrol,170000 km,8.0,Tiptronic,Black,12
8642,12858,HYUNDAI,2013,Sedan,No,Petrol,62000 km,4.0,Automatic,White,8
8643,6272,MITSUBISHI,2000,Jeep,No,Petrol,62000 km,6.0,Automatic,White,2
8644,69935,LEXUS,2015,Jeep,Yes,Petrol,273493 km,8.0,Automatic,Silver,2
8645,45473,BMW,2015,Jeep,Yes,Petrol,60400 km,4.0,Tiptronic,Brown,12
8647,21326,TOYOTA,2013,Sedan,No,Hybrid,89000 km,4.0,Variator,White,8
8648,8467,NISSAN,2003,Minivan,No,Petrol,111111 km,4.0,Variator,White,4
8650,2430,CHEVROLET,2012,Jeep,Yes,Petrol,254838 km,4.0,Automatic,White,12
8651,18189,HONDA,2012,Hatchback,No,Hybrid,118000 km,4.0,Tiptronic,White,6
8652,25810,HYUNDAI,2012,Jeep,Yes,Diesel,187274 km,4.0,Automatic,Black,4
8653,40926,HYUNDAI,2015,Sedan,Yes,Petrol,25787 km,4.0,Automatic,White,4
8655,8467,CHEVROLET,2013,Sedan,No,Petrol,145000 km,4.0,Manual,Blue,4
8656,4234,VOLVO,2001,Coupe,Yes,Petrol,205000 km,5.0,Manual,Grey,8
8658,7213,FORD,2006,Goods wagon,No,Diesel,400000 km,4.0,Manual,White,2
8659,14583,BMW,2012,Jeep,Yes,Diesel,229966 km,6.0,Automatic,Black,2
8660,58579,HYUNDAI,2016,Jeep,Yes,Diesel,111648 km,4.0,Automatic,Grey,4
8661,12858,TOYOTA,2010,Sedan,No,Petrol,131000 km,4.0,Automatic,Golden,4
8662,17249,INFINITI,2012,Jeep,Yes,Petrol,112000 km,6.0,Automatic,Black,10
8663,19757,TOYOTA,2012,Hatchback,No,Hybrid,181000 km,4.0,Variator,White,12
8664,50037,HYUNDAI,2016,Jeep,Yes,Diesel,121902 km,4.0,Automatic,Black,4
8665,22894,MERCEDES-BENZ,2006,Jeep,Yes,Petrol,236000 km,8.0,Automatic,Black,12
8666,15681,SUBARU,2006,Universal,Yes,Petrol,150000 km,4.0,Tiptronic,White,2
8667,14834,HYUNDAI,2010,Sedan,Yes,Petrol,101387 km,4.0,Automatic,Silver,4
8668,7213,NISSAN,2013,Jeep,Yes,Petrol,312118 km,4.0,Automatic,Black,4
8669,16621,HYUNDAI,2015,Sedan,Yes,Petrol,135378 km,4.0,Automatic,White,4
8670,13495,HYUNDAI,2012,Sedan,Yes,Petrol,119595 km,4.0,Automatic,White,4
8671,23207,TOYOTA,2013,Sedan,Yes,Petrol,126000 km,4.0,Tiptronic,Silver,12
8672,14740,BMW,2003,Sedan,No,Petrol,150300 km,6.0,Manual,White,12
8673,16935,LEXUS,2015,Hatchback,Yes,Hybrid,94949 km,4.0,Automatic,White,12
8674,10349,MERCEDES-BENZ,1997,Microbus,Yes,Diesel,3333 km,6.0,Manual,Red,2
8675,13172,HYUNDAI,2016,Sedan,Yes,LPG,450383 km,4.0,Automatic,Orange,4
8676,29323,HYUNDAI,2015,Sedan,Yes,Petrol,75000 km,4.0,Automatic,Red,4
8678,37984,SSANGYONG,2017,Jeep,Yes,Diesel,87764 km,4.0,Automatic,Blue,4
8679,2038,LEXUS,2011,Sedan,Yes,Hybrid,127507 km,4.0,Automatic,White,12
8680,8781,CHEVROLET,2011,Sedan,No,Petrol,127507 km,4.0,Automatic,Silver,12
8681,3136,TOYOTA,2012,Sedan,Yes,Hybrid,159379 km,4.0,Automatic,White,12
8683,32929,MERCEDES-BENZ,2010,Jeep,Yes,Diesel,130000 km,6.0,Tiptronic,Black,12
8684,9095,NISSAN,2008,Hatchback,Yes,Petrol,126000 km,4.0,Variator,Silver,2
8685,21953,HYUNDAI,2015,Sedan,No,Petrol,122000 km,4.0,Tiptronic,White,12
8686,30734,BMW,2015,Coupe,Yes,Petrol,92213 km,8.0,Automatic,White,12
8687,13172,FORD,2014,Sedan,No,Petrol,126688 km,4.0,Automatic,Black,12
8688,45210,HYUNDAI,2017,Jeep,Yes,Diesel,91478 km,4.0,Automatic,Grey,4
8689,9408,SUBARU,2002,Universal,Yes,CNG,190000 km,4.0,Automatic,White,6
8690,5000,OPEL,1998,Goods wagon,No,Diesel,190000 km,4.0,Manual,White,1
8691,6586,TOYOTA,2009,Hatchback,Yes,Hybrid,173213 km,4.0,Automatic,White,12
8692,41397,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,86189 km,6.0,Automatic,Blue,12
8693,10349,TOYOTA,2014,Hatchback,No,Hybrid,136700 km,4.0,Automatic,Silver,4
8694,22580,KIA,2015,Sedan,No,Petrol,79000 km,4.0,Tiptronic,Black,8
8696,15200,TOYOTA,2012,Hatchback,No,Hybrid,360755 km,4.0,Automatic,Sky blue,12
8697,14740,KIA,2011,Sedan,No,Petrol,68500 km,4.0,Tiptronic,Grey,12
8698,11604,HYUNDAI,2014,Sedan,Yes,LPG,336971 km,4.0,Automatic,Silver,4
8699,23834,CHEVROLET,2017,Sedan,No,Petrol,37474 km,4.0,Manual,Silver,8
8700,39201,TOYOTA,2017,Sedan,Yes,Petrol,52000 km,4.0,Tiptronic,Black,8
8701,9095,NISSAN,2011,Hatchback,No,Petrol,181002 km,4.0,Automatic,Grey,10
8702,12388,TOYOTA,2012,Sedan,No,Hybrid,149000 km,4.0,Automatic,Silver,8
8703,5865,DAEWOO,2009,Sedan,Yes,Diesel,39031 km,4.0,Automatic,Blue,4
8704,10349,SUZUKI,2002,Jeep,Yes,CNG,232000 km,6.0,Automatic,Beige,6
8706,86243,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,94400 km,6.0,Variator,White,12
8707,37633,TOYOTA,2013,Jeep,No,Petrol,68000 km,6.0,Tiptronic,Grey,12
8708,14740,TOYOTA,2010,Sedan,No,Hybrid,68000 km,6.0,Variator,Red,6
8709,16308,TOYOTA,2007,Sedan,No,Hybrid,165000 km,4.0,Variator,Blue,8
8710,15367,JEEP,2008,Jeep,No,LPG,273802 km,6.0,Automatic,Carnelian red,6
8711,10349,MITSUBISHI,1992,Jeep,No,Diesel,280000 km,6.0,Automatic,Black,2
8712,15994,TOYOTA,2010,Sedan,No,Hybrid,85000 km,4.0,Variator,Silver,10
8713,5802,HONDA,2003,Sedan,No,Petrol,85000 km,4.0,Variator,Black,6
8714,18503,MERCEDES-BENZ,2015,Sedan,No,Petrol,72000 km,4.0,Tiptronic,Red,9
8715,4861,TOYOTA,2010,Jeep,Yes,Hybrid,264877 km,6.0,Automatic,White,12
8718,21639,SUBARU,2010,Jeep,Yes,Petrol,160000 km,4.0,Tiptronic,Grey,12
8719,12074,TOYOTA,2010,Sedan,No,Hybrid,304000 km,4.0,Automatic,Red,6
8720,15053,HYUNDAI,2013,Hatchback,Yes,Petrol,105600 km,4.0,Tiptronic,White,12
8721,3000,AUDI,2000,Sedan,Yes,Petrol,105600 km,4.0,Manual,Black,4
8722,28225,VOLKSWAGEN,2015,Jeep,No,Petrol,46000 km,4.0,Tiptronic,White,12
8723,13700,HYUNDAI,2014,Sedan,No,Petrol,150000 km,4.0,Automatic,White,4
8724,3763,TOYOTA,2013,Sedan,Yes,Hybrid,124912 km,4.0,Automatic,White,12
8725,13485,TOYOTA,2007,Sedan,No,Petrol,139400 km,4.0,Tiptronic,Red,10
8726,13485,MERCEDES-BENZ,2007,Sedan,Yes,Petrol,109600 km,6.0,Tiptronic,Silver,5
8727,40976,HYUNDAI,2014,Jeep,Yes,Diesel,151000 km,4.0,Automatic,Black,4
8728,6272,BMW,2011,Jeep,Yes,Petrol,170043 km,6.0,Automatic,Grey,12
8729,8154,HONDA,2012,Hatchback,No,Hybrid,67000 km,4.0,Automatic,White,2
8731,30420,BMW,2008,Jeep,Yes,Petrol,133000 km,8.0,Tiptronic,Blue,12
8732,6743,OPEL,2003,Goods wagon,No,Diesel,17000 km,4.0,Manual,White,4
8733,8154,BMW,2012,Jeep,Yes,Diesel,103458 km,6.0,Automatic,White,4
8734,25089,LEXUS,2015,Jeep,Yes,Hybrid,108344 km,4.0,Automatic,Silver,12
8735,1568,TOYOTA,2011,Jeep,Yes,Hybrid,342622 km,6.0,Automatic,Black,12
8737,15681,SUBARU,2011,Sedan,Yes,Petrol,179000 km,6.0,Tiptronic,Silver,8
8738,2700,HONDA,1995,Hatchback,No,Petrol,2000 km,4.0,Manual,Silver,2
8740,86142,FORD,2015,Cabriolet,Yes,Petrol,70313 km,4.0,Automatic,Black,4
8741,8154,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,110601 km,4.0,Tiptronic,Grey,12
8743,11604,BMW,2005,Sedan,Yes,Petrol,110601 km,6.0,Tiptronic,Black,6
8744,1500,VAZ,2010,Sedan,No,Petrol,34678 km,4.0,Manual,White,12
8745,19757,KIA,2012,Sedan,Yes,Hybrid,126994 km,4.0,Tiptronic,Grey,12
8746,10032,CHEVROLET,2013,Jeep,Yes,Diesel,71340 km,4.0,Automatic,Black,4
8748,18240,SSANGYONG,2011,Jeep,Yes,Diesel,247713 km,4.0,Automatic,Silver,4
8749,39829,MERCEDES-BENZ,2009,Jeep,Yes,Diesel,152000 km,6.0,Tiptronic,Silver,12
8751,2000,VAZ,1984,Sedan,No,Petrol,90000 km,4.0,Manual,Red,12
8752,15053,FIAT,2014,Hatchback,Yes,Petrol,71000 km,4.0,Tiptronic,Black,8
8753,55230,HYUNDAI,2018,Jeep,Yes,Diesel,49396 km,4.0,Automatic,White,4
8754,1333,TOYOTA,2011,Sedan,Yes,Petrol,153410 km,4.0,Automatic,White,12
8755,69621,MERCEDES-BENZ,2014,Jeep,Yes,Petrol,169600 km,8.0,Tiptronic,Silver,10
8756,4077,CHEVROLET,2017,Hatchback,Yes,Hybrid,123206 km,4.0,Automatic,White,10
8757,10663,HYUNDAI,2015,Sedan,Yes,LPG,343047 km,4.0,Automatic,Silver,4
8758,12544,HYUNDAI,2014,Sedan,Yes,Petrol,76566 km,4.0,Automatic,Grey,4
8759,10036,NISSAN,2004,Jeep,Yes,Petrol,200000 km,2.0,Automatic,Silver,2
8760,26657,LEXUS,2009,Sedan,Yes,Petrol,245000 km,6.0,Tiptronic,Grey,10
8762,23207,TOYOTA,2015,Sedan,Yes,Petrol,45490 km,4.0,Automatic,Black,8
8763,14426,CHEVROLET,2014,Sedan,Yes,Diesel,66226 km,4.0,Automatic,Blue,4
8764,21326,MERCEDES-BENZ,2010,Sedan,No,Diesel,24500 km,6.0,Manual,Silver,12
8767,11604,OPEL,2008,Universal,No,Diesel,160000 km,4.0,Manual,Silver,8
8768,19130,TOYOTA,2012,Sedan,No,Hybrid,138000 km,4.0,Automatic,Golden,12
8769,43880,HYUNDAI,2017,Jeep,Yes,Diesel,98847 km,4.0,Automatic,White,4
8770,10349,TOYOTA,2014,Hatchback,No,Petrol,114000 km,4.0,Automatic,Black,12
8771,14113,KIA,2012,Sedan,No,Hybrid,116928 km,4.0,Automatic,Black,8
8772,17876,TOYOTA,2014,Sedan,Yes,Hybrid,379218 km,4.0,Automatic,Black,12
8773,3763,VAZ,1996,Sedan,No,Petrol,379218 km,4.0,Manual,Beige,12
8776,62722,MERCEDES-BENZ,2015,Sedan,No,Diesel,142000 km,4.0,Tiptronic,Black,12
8778,3763,HYUNDAI,2014,Sedan,Yes,Petrol,110685 km,4.0,Automatic,White,12
8779,10000,HONDA,2012,Minivan,No,Petrol,90000 km,4.0,Automatic,Silver,4
8780,21326,VOLVO,2012,Jeep,Yes,Petrol,105500 km,6.0,Tiptronic,White,10
8781,4234,TOYOTA,2013,Pickup,Yes,Petrol,158870 km,4.0,Automatic,White,10
8782,3293,JAGUAR,2018,Jeep,Yes,Petrol,26701 km,4.0,Automatic,Grey,12
8783,19080,BMW,2005,Jeep,Yes,Petrol,195000 km,8.0,Tiptronic,Black,12
8784,48610,MERCEDES-BENZ,2010,Sedan,Yes,Petrol,98000 km,6.0,Tiptronic,Black,16
8785,15677,VOLKSWAGEN,2013,Sedan,Yes,Diesel,82000 km,4.0,Tiptronic,Red,8
8786,3763,MITSUBISHI,2002,Jeep,No,Diesel,82000 km,4.0,Tiptronic,Silver,4
8787,10506,TOYOTA,2012,Sedan,No,Hybrid,78000 km,4.0,Automatic,Silver,2
8788,24148,NISSAN,2015,Jeep,Yes,Petrol,49000 km,4.0,Automatic,White,10
8789,47038,LEXUS,2010,Jeep,Yes,Hybrid,166000 km,6.0,Variator,Silver,10
8792,18817,MERCEDES-BENZ,2008,Minivan,No,Diesel,289216 km,6.0,Manual,White,4
8793,1568,OPEL,1994,Hatchback,Yes,CNG,100000 km,4.0,Manual,Carnelian red,2
8794,19601,CHEVROLET,2017,Sedan,No,Petrol,26095 km,4.0,Automatic,Blue,8
8795,37633,BMW,2013,Sedan,Yes,Petrol,117000 km,6.0,Automatic,Black,12
8796,1725,VOLKSWAGEN,2010,Sedan,Yes,Petrol,156139 km,4.0,Automatic,Black,12
8797,16935,DODGE,2019,Sedan,Yes,Petrol,22293 km,6.0,Automatic,Grey,12
8798,13799,TOYOTA,2008,Sedan,Yes,Petrol,248000 km,4.0,Automatic,Grey,4
8799,10663,HONDA,2008,Hatchback,Yes,Petrol,155000 km,4.0,Variator,Black,4
8800,16621,KIA,2012,Sedan,Yes,Petrol,111000 km,4.0,Tiptronic,Silver,12
8802,10663,MITSUBISHI,2003,Jeep,No,Petrol,84455 km,4.0,Tiptronic,Red,2
8803,11290,MERCEDES-BENZ,2011,Sedan,Yes,Petrol,152000 km,4.0,Tiptronic,Black,12
8804,23521,VOLKSWAGEN,2013,Sedan,Yes,Diesel,125210 km,4.0,Tiptronic,Silver,12
8805,47408,JEEP,2012,Jeep,Yes,Diesel,134702 km,4.0,Automatic,Grey,4
8806,17249,TOYOTA,2011,Hatchback,No,Hybrid,175000 km,4.0,Variator,Red,8
8807,8467,TOYOTA,2003,Hatchback,No,Petrol,125000 km,4.0,Manual,Golden,2
8808,15994,TOYOTA,2010,Sedan,No,Hybrid,191000 km,6.0,Automatic,Black,10
8809,7840,FORD,1997,Microbus,No,Diesel,400000 km,4.0,Manual,White,2
8810,37633,BMW,2009,Jeep,Yes,Petrol,154774 km,6.0,Tiptronic,Black,12
8811,1019,HYUNDAI,2017,Sedan,Yes,Petrol,25635 km,4.0,Automatic,Black,12
8812,24327,HYUNDAI,2011,Jeep,Yes,Diesel,177194 km,4.0,Automatic,White,4
8815,35000,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,200000 km,6.0,Tiptronic,Carnelian red,2
8816,23521,TOYOTA,2014,Sedan,Yes,Petrol,150000 km,4.0,Automatic,White,8
8817,45436,HYUNDAI,2014,Jeep,Yes,Diesel,122904 km,4.0,Automatic,Blue,4
8818,6272,MERCEDES-BENZ,1998,Coupe,Yes,Petrol,180264 km,6.0,Automatic,Red,2
8819,5802,SUBARU,2002,Hatchback,No,Petrol,150000 km,4.0,Automatic,Green,2
8820,20266,HYUNDAI,2012,Sedan,Yes,Petrol,107523 km,4.0,Automatic,White,4
8821,48697,HYUNDAI,2015,Jeep,Yes,Diesel,155797 km,4.0,Automatic,White,4
8822,15681,HYUNDAI,2016,Sedan,Yes,LPG,295509 km,4.0,Automatic,Silver,4
8823,18817,TOYOTA,2010,Sedan,No,Petrol,190000 km,4.0,Automatic,Grey,12
8824,5018,MITSUBISHI,2002,Sedan,No,Petrol,18065445 km,4.0,Tiptronic,Black,5
8825,51965,HYUNDAI,2016,Jeep,Yes,Diesel,59515 km,4.0,Automatic,Blue,4
8826,12074,SUBARU,2014,Jeep,Yes,Hybrid,131872 km,4.0,Automatic,White,12
8828,3763,TOYOTA,2013,Sedan,Yes,Hybrid,124912 km,4.0,Automatic,White,12
8829,46518,SSANGYONG,2017,Jeep,Yes,Petrol,42763 km,4.0,Automatic,Blue,4
8830,5018,TOYOTA,2013,Sedan,Yes,Hybrid,190549 km,4.0,Automatic,Black,12
8831,20385,SUBARU,2013,Jeep,No,Hybrid,140968 km,4.0,Tiptronic,Green,12
8832,40142,TOYOTA,2016,Jeep,No,Petrol,27000 km,4.0,Automatic,Grey,12
8833,4234,HYUNDAI,2013,Sedan,Yes,Petrol,142786 km,4.0,Automatic,White,12
8834,14113,JEEP,2015,Jeep,Yes,Petrol,72000 km,4.0,Automatic,White,6
8835,43868,SSANGYONG,2016,Jeep,Yes,Diesel,54496 km,4.0,Automatic,Blue,4
8836,13799,SUBARU,2010,Jeep,No,Petrol,140000 km,4.0,Tiptronic,Grey,6
8837,42218,HYUNDAI,2016,Minivan,Yes,Diesel,48800 km,4.0,Automatic,Silver,4
8839,12858,NISSAN,2012,Hatchback,No,Petrol,160000 km,4.0,Automatic,Black,2
8840,20071,FORD,2013,Hatchback,Yes,Hybrid,63000 km,4.0,Automatic,Brown,10
8841,11447,LEXUS,2014,Hatchback,Yes,Hybrid,132563 km,4.0,Automatic,Red,10
8842,62722,MERCEDES-BENZ,2015,Jeep,Yes,Petrol,132563 km,8.0,Tiptronic,Black,10
8843,73131,HONDA,2018,Sedan,Yes,Petrol,1036 km,4.0,Automatic,Silver,4
8844,15900,HYUNDAI,2010,Jeep,Yes,Diesel,230314 km,4.0,Automatic,Grey,4
8846,1019,BMW,2013,Jeep,Yes,Diesel,137802 km,6.0,Automatic,Black,4
8847,44846,HYUNDAI,2017,Jeep,Yes,Diesel,21037 km,4.0,Automatic,Blue,4
8848,19130,TOYOTA,2015,Hatchback,No,Hybrid,22720 km,4.0,Automatic,Black,4
8850,16308,HYUNDAI,2016,Sedan,Yes,LPG,268872 km,4.0,Automatic,White,4
8851,15000,FORD,2010,Sedan,Yes,Petrol,22560 km,8.0,Variator,White,8
8852,1882,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,146395 km,6.0,Automatic,Grey,12
8853,26971,TOYOTA,2018,Jeep,Yes,Petrol,47002 km,6.0,Automatic,White,12
8854,17249,TOYOTA,2011,Sedan,No,Hybrid,130000 km,4.0,Variator,White,4
8856,17249,MERCEDES-BENZ,2002,Sedan,Yes,Petrol,230000 km,6.0,Tiptronic,Black,10
8857,10976,TOYOTA,2006,Hatchback,No,Hybrid,135000 km,4.0,Variator,Silver,8
8858,5500,FORD,1991,Microbus,No,Diesel,11111111 km,4.0,Manual,White,8
8859,2587,CHEVROLET,2016,Sedan,Yes,Petrol,87973 km,4.0,Automatic,Black,12
8860,25274,TOYOTA,2012,Hatchback,Yes,Hybrid,59200 km,4.0,Automatic,White,4
8861,5331,OPEL,1998,Sedan,No,Petrol,30000 km,4.0,Manual,Carnelian red,5
8862,45633,SSANGYONG,2017,Jeep,Yes,Diesel,33575 km,4.0,Automatic,White,4
8863,8781,OPEL,1999,Minivan,No,CNG,316500 km,6.0,Automatic,Silver,6
8864,29793,BMW,2013,Sedan,Yes,Petrol,136000 km,6.0,Tiptronic,White,12
8865,33575,HYUNDAI,2016,Jeep,Yes,Diesel,117470 km,4.0,Automatic,Silver,4
8867,14426,VOLKSWAGEN,2014,Sedan,Yes,Petrol,67000 km,4.0,Tiptronic,Black,10
8868,6899,HONDA,2004,Sedan,No,Petrol,160000 km,4.0,Automatic,Silver,2
8869,10976,TOYOTA,2008,Sedan,No,Hybrid,184000 km,4.0,Variator,White,8
8870,49723,HYUNDAI,2016,Jeep,Yes,Diesel,142037 km,4.0,Automatic,Black,4
8871,47076,SSANGYONG,2015,Jeep,Yes,Diesel,118366 km,4.0,Automatic,White,4
8872,9722,TOYOTA,2015,Sedan,Yes,Petrol,117451 km,6.0,Automatic,Black,12
8873,19444,FORD,2010,Jeep,Yes,Hybrid,85000 km,4.0,Automatic,Black,6
8874,15000,MERCEDES-BENZ,2005,Goods wagon,No,Diesel,85000 km,4.0,Manual,White,1
8876,10976,MAZDA,2003,Coupe,Yes,Petrol,950000 km,2.0,Manual,Black,6
8877,25716,BMW,2011,Sedan,Yes,Petrol,90567 km,6.0,Tiptronic,Grey,12
8878,12100,TOYOTA,2012,Sedan,No,Hybrid,178700 km,4.0,Tiptronic,White,6
8879,4077,HYUNDAI,2015,Sedan,Yes,Petrol,115507 km,4.0,Automatic,Black,12
8880,65858,PORSCHE,2013,Jeep,Yes,Petrol,80000 km,6.0,Tiptronic,Black,8
8882,3763,BMW,2012,Jeep,Yes,Petrol,161421 km,6.0,Automatic,Black,12
8883,12544,TOYOTA,2014,Sedan,Yes,Petrol,107000 km,4.0,Tiptronic,Grey,12
8884,35438,BMW,2011,Sedan,Yes,Petrol,132000 km,8.0,Tiptronic,Grey,12
8885,7056,HYUNDAI,2011,Sedan,Yes,LPG,82328 km,4.0,Automatic,Silver,4
8887,10000,HONDA,2007,Minivan,No,Petrol,141000 km,4.0,Automatic,White,2
8888,4547,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,494317 km,6.0,Automatic,Black,12
8889,3600,FORD,1996,Coupe,No,Petrol,276000 km,4.0,Manual,Green,12
8890,13877,CHEVROLET,2014,Sedan,Yes,Petrol,149875 km,4.0,Automatic,White,4
8891,58018,TOYOTA,2016,Jeep,Yes,Hybrid,53000 km,4.0,Tiptronic,Blue,12
8892,21326,TOYOTA,2013,Sedan,No,Hybrid,170000 km,4.0,Automatic,White,12
8893,23521,TOYOTA,2012,Jeep,Yes,Petrol,140966 km,6.0,Automatic,Black,12
8894,5802,MERCEDES-BENZ,2013,Sedan,Yes,Diesel,107800 km,6.0,Automatic,Grey,12
8897,9500,HYUNDAI,2005,Minivan,No,Petrol,240000 km,4.0,Manual,White,12
8898,8500,OPEL,1998,Hatchback,No,Petrol,150000 km,4.0,Manual,Black,4
8899,7279,HONDA,2015,Universal,Yes,Hybrid,138520 km,4.0,Automatic,Silver,4
8900,11760,HYUNDAI,2009,Minivan,Yes,Diesel,56552 km,4.0,Automatic,Yellow,4
8901,11290,TOYOTA,2007,Sedan,No,Hybrid,120000 km,4.0,Automatic,Grey,6
8902,29122,SSANGYONG,2011,Jeep,Yes,Diesel,129793 km,4.0,Automatic,Black,4
8903,11290,HYUNDAI,2016,Sedan,Yes,LPG,279787 km,4.0,Automatic,Silver,4
8905,2352,KIA,2015,Sedan,Yes,Petrol,133704 km,4.0,Automatic,White,12
8906,27654,HYUNDAI,2014,Sedan,Yes,Petrol,85746 km,4.0,Automatic,Black,4
8908,26657,TOYOTA,2014,Sedan,Yes,Hybrid,26900 km,4.0,Automatic,Blue,12
8909,8154,FORD,2003,Microbus,No,Diesel,190000 km,4.0,Manual,Blue,2
8911,40387,HYUNDAI,2014,Jeep,Yes,Diesel,56809 km,4.0,Automatic,White,4
8912,1019,MERCEDES-BENZ,2015,Jeep,Yes,Petrol,37786 km,4.0,Automatic,White,4
8913,20385,TOYOTA,2015,Hatchback,No,Hybrid,186000 km,6.0,Tiptronic,White,8
8914,66197,HYUNDAI,2018,Universal,Yes,LPG,20930 km,4.0,Automatic,Yellow,4
8915,15060,HYUNDAI,2015,Sedan,Yes,LPG,145744 km,4.0,Automatic,Red,4
8916,14113,ISUZU,1997,Jeep,Yes,Petrol,240000 km,6.0,Automatic,Grey,6
8917,2509,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,44477 km,4.0,Automatic,Blue,6
8918,30734,MERCEDES-BENZ,2003,Microbus,No,Diesel,116000 km,5.0,Tiptronic,White,4
8919,22894,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,58864 km,4.0,Automatic,Silver,12
8920,11133,TOYOTA,2014,Sedan,Yes,Hybrid,179381 km,4.0,Automatic,Black,12
8921,6900,HONDA,2002,Minivan,No,Petrol,179381 km,4.0,Automatic,Black,4
8922,15210,TOYOTA,2018,Sedan,Yes,Hybrid,12416 km,4.0,Automatic,White,12
8924,43655,HYUNDAI,2016,Universal,Yes,Diesel,145631 km,4.0,Automatic,Black,4
8925,5018,TOYOTA,2013,Sedan,Yes,Hybrid,190549 km,4.0,Automatic,Black,12
8926,7997,DAEWOO,2010,Sedan,Yes,Diesel,53223 km,4.0,Automatic,Grey,4
8927,56450,MERCEDES-BENZ,2016,Sedan,Yes,Diesel,133000 km,4.0,Automatic,Black,4
8928,17245,TOYOTA,2012,Hatchback,Yes,Hybrid,75000 km,4.0,Automatic,Red,12
8929,21500,MERCEDES-BENZ,2009,Goods wagon,No,Diesel,165738 km,4.0,Manual,White,6
8930,58018,MERCEDES-BENZ,2013,Jeep,Yes,Diesel,110000 km,6.0,Tiptronic,Grey,12
8931,14113,TOYOTA,2013,Hatchback,No,Hybrid,135000 km,4.0,Automatic,White,8
8932,17562,VOLKSWAGEN,2019,Sedan,Yes,Petrol,6565 km,4.0,Automatic,Silver,12
8933,10663,TOYOTA,2012,Hatchback,No,Hybrid,1000 km,4.0,Automatic,White,2
8934,1646,FORD,2013,Sedan,Yes,Hybrid,174619 km,4.0,Automatic,Grey,2
8935,12074,TOYOTA,2009,Jeep,Yes,Hybrid,420550 km,6.0,Automatic,Blue,12
8936,7683,NISSAN,2013,Hatchback,No,Petrol,151000 km,3.0,Automatic,White,4
8937,13626,HYUNDAI,2010,Sedan,Yes,Petrol,193486 km,4.0,Automatic,Silver,4
8938,15681,FORD,1998,Microbus,No,Diesel,250000 km,4.0,Manual,White,4
8939,32929,MERCEDES-BENZ,2009,Jeep,Yes,Diesel,172483 km,8.0,Automatic,Black,4
8940,44213,HYUNDAI,2016,Jeep,Yes,Diesel,90924 km,4.0,Automatic,White,4
8941,7527,NISSAN,2013,Jeep,Yes,Petrol,108222 km,4.0,Automatic,Black,4
8943,15367,HYUNDAI,2014,Sedan,No,Petrol,78222 km,4.0,Tiptronic,Beige,10
8944,22580,SUBARU,2016,Jeep,Yes,Petrol,53000 km,4.0,Tiptronic,Black,10
8945,23521,CHEVROLET,2018,Sedan,No,Petrol,6000 km,4.0,Tiptronic,White,10
8946,50178,TOYOTA,2012,Pickup,No,Diesel,104000 km,6.0,Manual,White,6
8947,23521,FORD,2014,Sedan,Yes,Hybrid,122000 km,4.0,Variator,Blue,8
8948,3763,MERCEDES-BENZ,2008,Jeep,Yes,Diesel,366869 km,6.0,Automatic,Black,12
8949,24302,CHEVROLET,2012,Sedan,Yes,Petrol,91654 km,4.0,Automatic,Red,4
8950,6272,MERCEDES-BENZ,2001,Coupe,No,Petrol,266085 km,4.0,Manual,Black,2
8951,9408,BMW,2000,Coupe,No,Diesel,197000 km,4.0,Manual,Green,4
8952,9252,HYUNDAI,2015,Sedan,Yes,LPG,445734 km,4.0,Automatic,Orange,4
8953,12858,OPEL,2005,Minivan,No,Diesel,204000 km,4.0,Manual,Grey,8
8954,15681,HYUNDAI,2016,Sedan,Yes,LPG,201876 km,4.0,Automatic,Silver,4
